cell_latitude,cell_longitude,cases
48.625,127.625,0.000548802972123764
48.625,127.875,0.0004286544522288171
48.625,128.125,0.0004286544522288171
48.625,128.375,0.0004286544522288171
48.625,128.625,0.0004286544522288171
48.625,128.875,0.0005001756722606596
48.625,129.125,0.001670371115189557
48.625,129.375,0.001987506710064358
48.625,129.625,0.0019252362806411376
48.625,129.875,0.0011184513624796042
48.625,130.125,0.0008742676798772813
48.625,130.375,0.0008742676798772813
48.375,85.875,0.00012884358020572677
48.375,86.125,0.00013962134471219654
48.375,86.375,0.000167720785899931
48.375,86.625,0.00017188852012427382
48.375,86.875,0.0001423803196464497
48.375,87.125,0.00010793227271507223
48.375,87.375,0.00010540852856432163
48.375,87.625,0.00016669986317553403
48.375,87.875,0.00021656812538105682
48.375,88.125,0.02015169389332021
48.375,88.375,0.016045016063377535
48.375,115.875,0.0013117017457938307
48.375,116.125,0.0016252971471275872
48.375,116.375,0.0016252971471275872
48.375,116.625,0.0016252971471275872
48.375,116.875,0.0016252971471275872
48.375,117.125,0.0016252971471275872
48.375,117.375,0.0016252971471275872
48.375,117.625,0.0018092115472443083
48.375,117.875,0.0019025148747156466
48.375,118.125,0.0019025148747156466
48.375,118.375,0.0025441577261153
48.375,118.625,0.0025441577261153
48.375,118.875,0.002823892252627495
48.375,119.125,0.0072344036945011046
48.375,119.375,0.010613627449282449
48.375,119.625,0.01067340265422743
48.375,119.875,0.01067340265422743
48.375,120.125,0.01067340265422743
48.375,120.375,0.01067340265422743
48.375,120.625,0.01067340265422743
48.375,120.875,0.01067340265422743
48.375,121.125,0.014440523682687894
48.375,121.375,0.01653481860948808
48.375,121.625,0.020505258536874692
48.375,121.875,0.016751477413492304
48.375,122.125,0.00111582802111941
48.375,122.375,0.0014033794349438877
48.375,122.625,0.0018662626814039524
48.375,122.875,0.002010757932555628
48.375,123.125,0.002148163191022756
48.375,123.375,0.002148163191022756
48.375,123.625,0.0023883124740711296
48.375,123.875,0.004036633752777436
48.375,124.125,0.0051310011290508165
48.375,124.375,0.0038811768756929163
48.375,124.625,0.006231755499943288
48.375,124.875,0.007184436188067964
48.375,125.125,0.00743205439690446
48.375,125.375,0.00866455231989299
48.375,125.625,0.010107517575902756
48.375,125.875,0.13046584754082485
48.375,126.125,0.09113750725500822
48.375,126.625,0.0038506574419893158
48.375,126.875,0.0033653029212297853
48.375,127.125,0.0032943525796375675
48.375,127.375,0.003101678439715799
48.375,127.625,0.00237458291343908
48.375,127.875,0.00046607324071432516
48.375,128.125,0.00043077453618282045
48.375,128.375,0.000978706554257841
48.375,128.625,0.001808033763704915
48.375,128.875,0.0014462269605578523
48.375,129.125,0.001997337386121409
48.375,129.375,0.001997337386121409
48.375,129.625,0.001997337386121409
48.375,129.875,0.0038674744755335653
48.375,130.125,0.0009885503852882776
48.375,130.375,0.001581924658994537
48.375,130.625,0.0015911615835501314
48.125,85.625,0.00010926456313981293
48.125,85.875,0.0001727311563228295
48.125,86.125,0.0001727311563228295
48.125,86.375,0.0001727311563228295
48.125,86.625,0.00017183148533520136
48.125,86.875,0.00011230584519140619
48.125,87.125,0.00010592525168246327
48.125,87.375,0.00014524660448014286
48.125,87.625,0.00021657563948818858
48.125,87.875,0.020250484483544915
48.125,88.125,0.020250484483544915
48.125,88.375,0.018307975402035978
48.125,88.625,0.005494140592369501
48.125,115.875,0.0016323375640356682
48.125,116.125,0.001633264467305136
48.125,116.375,0.001633264467305136
48.125,116.625,0.001633264467305136
48.125,116.875,0.001633264467305136
48.125,117.125,0.001633264467305136
48.125,117.375,0.001633264467305136
48.125,117.625,0.0016802263793955572
48.125,117.875,0.0017710703959883621
48.125,118.125,0.0007374808973478722
48.125,118.375,0.0007991897307227221
48.125,118.625,0.0008021288157089253
48.125,118.875,0.0008021288157089253
48.125,119.125,0.0008021288157089253
48.125,119.375,0.0013722499738111256
48.125,119.625,0.0018497325569870387
48.125,119.875,0.002286257441924239
48.125,120.125,0.0033651406585691623
48.125,120.375,0.0033651406585691623
48.125,120.625,0.0033651406585691623
48.125,120.875,0.004298236453651258
48.125,121.125,0.00519009463763881
48.125,121.375,0.006461923515605126
48.125,121.625,0.008526664528111754
48.125,121.875,0.008553625797286956
48.125,122.125,0.0018153261849880276
48.125,122.375,0.0018735961514672681
48.125,122.625,0.0018745289098760693
48.125,122.875,0.001894900422109469
48.125,123.125,0.0021176719359056327
48.125,123.375,0.0032328189062162636
48.125,123.625,0.0047413430184034605
48.125,123.875,0.005169014463468329
48.125,124.125,0.005464820617747756
48.125,124.375,0.005657757579497699
48.125,124.625,0.006712006056416051
48.125,124.875,0.006836278968094559
48.125,125.125,0.008281546971426055
48.125,125.375,0.009697971478520683
48.125,125.625,0.1639458261031009
48.125,125.875,0.16514449716231172
48.125,126.125,0.1578722753663445
48.125,126.375,0.1534585329555938
48.125,126.625,0.005190441705734147
48.125,126.875,0.0035758654546904477
48.125,127.125,0.0035758654546904477
48.125,127.375,0.0035758654546904477
48.125,127.625,0.0035758654546904477
48.125,127.875,0.002672204112659222
48.125,128.125,0.0022557022485466447
48.125,128.375,0.0019881158682914014
48.125,128.625,0.0020071265825326494
48.125,128.875,0.0020071265825326494
48.125,129.125,0.0020071265825326494
48.125,129.375,0.0020071265825326494
48.125,129.625,0.002483842670768991
48.125,129.875,0.008620500279737563
48.125,130.125,0.005909109753114943
48.125,130.375,0.002168056942082133
48.125,130.625,0.0017998563478165905
47.875,85.625,8.219576171461371e-05
47.875,85.875,0.00010134074101797245
47.875,86.125,0.00013147116388515371
47.875,86.375,0.00015739782102632414
47.875,86.625,0.00011152398574692032
47.875,86.875,0.00010643989257814669
47.875,87.125,0.00010646542243611246
47.875,87.375,0.00019651864674813792
47.875,87.625,0.0203488735316628
47.875,87.875,0.0203488735316628
47.875,88.125,0.0203488735316628
47.875,88.375,0.01870038031993552
47.875,88.625,0.006594716963400785
47.875,88.875,0.004970386477751714
